,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
IPR008610,1,1,1,Eukaryotic rRNA processing
IPR014780,1,2,1,"tRNA pseudouridine synthase II, TruB"
IPR022702,1,0,0,"DNA (cytosine-5)-methyltransferase 1, replication foci domain"
IPR011679,1,1,1,"Endoplasmic reticulum resident protein 29, C-terminal"
IPR036356,1,1,1,"Endoplasmic reticulum resident protein 29, C-terminal domain superfamily"
IPR040324,1,1,1,WD repeat-containing protein WDR44/Dgr2
IPR000358,1,1,1,Ribonucleotide reductase small subunit family
IPR012348,1,1,1,Ribonucleotide reductase-like
IPR030475,1,1,1,"Ribonucleotide reductase small subunit, acitve site"
IPR033909,1,1,1,Ribonucleotide reductase small subunit
IPR016696,1,1,1,"TRAPP I complex, subunit 5"
IPR022039,1,1,1,"Post-transcriptional regulator MKT1, C-terminal"
IPR022040,1,1,1,"Post-transcriptional regulator MKT1, N-terminal"
IPR037314,1,1,0,"Post-transcriptional regulator MKT1, H3TH domain"
IPR003767,1,1,2,Malate/L-lactate dehydrogenase-like
IPR036111,1,1,2,Malate/L-sulfolactate/L-lactate dehydrogenase-like superfamily
IPR043143,1,1,2,"Malate/L-sulfolactate/L-lactate dehydrogenase-like, NADPH binding domain"
IPR043144,1,1,2,"Malate/L-sulfolactate/L-lactate dehydrogenase-like, alpha-helical domain"
IPR000860,1,0,1,Porphobilinogen deaminase
IPR022417,1,0,1,"Porphobilinogen deaminase, N-terminal"
IPR022418,1,0,1,"Porphobilinogen deaminase, C-terminal"
IPR022419,1,0,1,"Porphobilinogen deaminase, dipyrromethane cofactor binding site"
IPR036803,1,0,1,"Porphobilinogen deaminase, C-terminal domain superfamily"
IPR000297,1,1,2,"Peptidyl-prolyl cis-trans isomerase, PpiC-type"
IPR043323,1,0,1,Peptidyl-prolyl cis-trans isomerase PIN4
IPR032862,1,1,1,Alpha-ketoglutarate-dependent dioxygenase alkB homologue 6
IPR024500,1,2,2,Domain of unknown function DUF3074
IPR004015,1,1,1,"SKI-interacting protein SKIP, SNW domain"
IPR017862,1,1,1,"SKI-interacting protein, SKIP"
IPR006809,1,1,1,TAFII28-like protein domain
IPR045127,1,1,1,Transcription initiation factor TFIID subunit 11-like
IPR013000,1,0,1,"Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site"
IPR025755,1,0,1,"60S ribosomal protein L4, C-terminal domain"
IPR045240,1,0,1,"Ribosomal protein L4, eukaryotic and archaeal type"
IPR018110,1,1,2,"Mandelate racemase/muconate lactonizing enzyme, conserved site"
IPR023592,1,1,1,D-galactonate dehydratase
IPR034593,1,2,3,Mandelate racemase DgoD-like
IPR000642,2,1,2,Peptidase M41
IPR005936,2,1,2,"Peptidase, FtsH"
IPR011546,1,0,1,"Peptidase M41, FtsH extracellular"
IPR037219,2,1,2,Peptidase M41-like
IPR036990,1,1,0,"Metallocarboxypeptidase-like, propeptide"
IPR017107,1,0,1,"Adaptor protein complex AP-1, gamma subunit"
IPR014870,1,1,3,Domain of unknown function DUF1793
IPR032514,1,1,3,Domain of unknown function DUF4965
IPR033433,1,1,3,Domain of unknown function DUF5127
IPR007964,1,0,0,MICOS complex subunit MIC19/MIC25
IPR019342,1,1,1,"NADH:ubiquinone oxidoreductase, iron-sulphur subunit 5"
IPR008831,1,1,1,"Mediator complex, subunit Med31"
IPR038089,1,1,1,"Mediator of RNA polymerase II, subunit Med31 superfamily"
IPR034014,1,0,0,"Pol III subunit C11, C-terminal zinc ribbon"
IPR009846,1,1,0,Splicing factor 3B subunit 5/RDS3 complex subunit 10
IPR017089,1,1,0,"Splicing factor 3B, subunit 5"
IPR002745,1,1,1,Phosphotransferase KptA/Tpt1
IPR037593,1,1,1,MIOS/Sea4
IPR014893,1,1,1,"Ku, C-terminal"
IPR024193,1,1,1,Ku80
IPR036494,1,1,1,"Ku, C-terminal domain superfamily"
IPR002466,1,1,1,Adenosine deaminase/editase
IPR042935,1,1,1,tRNA-specific adenosine deaminase 1
IPR040165,2,2,1,Delta(24)-sterol reductase
IPR019448,1,1,1,NT-type C2 domain
IPR039931,1,1,1,Protein FAM102-like
IPR031150,1,0,1,BBP/SF1 family
IPR032570,1,0,1,"Splicing factor 1, helix-hairpin domain"
IPR045071,1,0,1,KH domain-containing BBP-like
IPR013244,1,1,1,Sec39 domain
IPR000772,1,1,0,"Ricin B, lectin domain"
IPR035992,1,1,2,Ricin B-like lectins
IPR018593,1,1,1,tRNA-splicing endonuclease subunit Sen15
IPR042777,1,1,1,"tRNA-splicing endonuclease subunit Sen15, fungi"
IPR010300,1,1,0,Cysteine dioxygenase type I
IPR019145,1,1,1,"Mediator complex, subunit Med10"
IPR002081,3,3,3,Cryptochrome/DNA photolyase class 1
IPR005101,3,3,3,"Cryptochrome/DNA photolyase, FAD-binding domain"
IPR006050,3,3,3,"DNA photolyase, N-terminal"
IPR036134,3,3,3,"Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily"
IPR036155,3,3,3,"Cryptochrome/photolyase, N-terminal domain superfamily"
IPR028927,1,0,1,Mannose-6-phosphate receptor
IPR002113,1,1,1,"ADP/ATP carrier protein, eukaryotic type"
IPR006789,1,1,1,Actin-related protein 2/3 complex subunit 5
IPR036743,1,1,1,Actin-related protein 2/3 complex subunit 5 superfamily
IPR019388,1,1,1,Fat storage-inducing transmembrane protein
IPR000530,1,1,1,Ribosomal protein S12e
IPR003806,1,0,1,"ATP-grasp fold, PylC-type"
IPR007271,2,5,2,Nucleotide-sugar transporter
IPR012404,1,1,1,Nucleotide-sugar transporter-related
IPR003103,1,1,1,BAG domain
IPR036533,1,1,1,BAG domain superfamily
IPR039690,1,0,0,U11/U12 small nuclear ribonucleoprotein 25kDa protein
IPR007967,1,0,1,GSKIP domain
IPR023231,1,1,1,GSKIP domain superfamily
IPR025697,1,1,1,CLU domain
IPR027523,1,1,1,CLU domain containing protein
IPR028275,1,1,1,"Clustered mitochondria protein, N-terminal"
IPR033646,1,1,1,CLU central domain
IPR008626,1,0,0,"Mediator complex, subunit Med15, fungi"
IPR005197,1,0,1,Glycoside hydrolase family 71
IPR000380,1,1,1,"DNA topoisomerase, type IA"
IPR003601,1,1,1,"DNA topoisomerase, type IA, domain 2"
IPR003602,1,1,0,"DNA topoisomerase, type IA, DNA-binding domain"
IPR013497,1,1,0,"DNA topoisomerase, type IA, central"
IPR013824,1,1,1,"DNA topoisomerase, type IA, central region, subdomain 1"
IPR013825,1,1,0,"DNA topoisomerase, type IA, central region, subdomain 2"
IPR013826,1,1,0,"DNA topoisomerase, type IA, central region, subdomain 3"
IPR023405,1,1,1,"DNA topoisomerase, type IA, core domain"
IPR023406,1,1,0,"DNA topoisomerase, type IA, active site"
IPR034144,1,1,0,"DNA topoisomerase 3-like, TOPRIM domain"
IPR018818,1,0,1,Sin3 binding protein
IPR018034,1,1,1,KRR1 interacting protein 1
IPR024626,1,1,1,"Kri1-like, C-terminal"
IPR039463,1,1,1,"Sip3/Lam1, BAR domain"
IPR005755,1,1,1,"Ribosomal protein L13, eukaryotic/archaeal"
IPR005822,1,2,2,Ribosomal protein L13
IPR036899,1,2,2,Ribosomal protein L13 superfamily
IPR022707,1,1,1,"Mot1, central domain"
IPR044078,1,1,1,"Mot1, ATP-binding domain"
IPR044972,1,1,1,TATA-binding protein-associated factor Mot1
IPR006861,1,1,1,Hyaluronan/mRNA-binding protein
IPR019084,1,1,1,"Stm1-like, N-terminal"
IPR009230,1,0,0,"ATP synthase protein 8, fungal type"
IPR037869,1,1,1,Spp1/CFP1
IPR002190,1,1,1,MAGE homology domain
IPR041898,1,1,1,"MAGE homology domain, winged helix WH1 motif"
IPR041899,1,1,1,"MAGE homology domain, winged helix WH2 motif"
IPR011767,2,0,1,Glutaredoxin active site
IPR039786,1,1,1,Protein EFR3
IPR004539,1,1,1,"Translation elongation factor EF1A, eukaryotic/archaeal"
IPR032741,1,0,0,Protein Sls1
IPR019310,1,1,1,rRNA-processing protein Efg1
IPR008603,1,1,1,Dynactin subunit 4
IPR000554,1,1,1,Ribosomal protein S7e
IPR004953,1,1,1,"EB1, C-terminal"
IPR027328,1,1,1,Microtubule-associated protein RP/EB
IPR036133,1,1,1,"EB1, C-terminal domain superfamily"
IPR010569,1,1,1,"Myotubularin-like, phosphatase domain"
IPR030564,1,1,1,Myotubularin family
IPR001351,1,2,1,"Ribosomal protein S3, C-terminal"
IPR004044,1,2,1,"K Homology domain, type 2"
IPR005703,1,1,1,"Ribosomal protein S3, eukaryotic/archaeal"
IPR009019,1,3,1,"K homology domain superfamily, prokaryotic type"
IPR018280,1,2,1,"Ribosomal protein S3, conserved site"
IPR036419,1,2,1,"Ribosomal protein S3, C-terminal domain superfamily"
IPR022085,1,1,1,Protein of unknown function DUF3632
IPR004531,1,1,1,"Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type"
IPR005146,1,2,1,B3/B4 tRNA-binding domain
IPR005147,1,1,1,"tRNA synthetase, B5-domain"
IPR020825,1,2,1,"Phenylalanyl-tRNA synthetase-like, B3/B4"
IPR040659,1,1,1,"Phenylalanine--tRNA ligase beta subunit, B1 domain"
IPR041616,1,1,1,"Phenylalanyl tRNA synthetase beta chain, core domain"
IPR045060,1,1,1,"Phenylalanine-tRNA ligase, class IIc, beta subunit"
IPR000988,2,1,2,Ribosomal protein L24e-related
IPR011017,1,0,1,TRASH domain
IPR038630,2,0,2,Ribosomal protein L24e/L24 superfamily
IPR016087,1,0,1,Chalcone isomerase
IPR016088,1,0,1,"Chalcone isomerase, 3-layer sandwich"
IPR036298,1,0,1,Chalcone isomerase superfamily
IPR008046,1,1,1,DNA replication licensing factor Mcm3
IPR025204,1,1,0,Centromere subunit  L
IPR015403,1,1,1,"Mon2/Sec7/BIG1-like, HDS"
IPR032629,1,2,2,"Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain"
IPR027027,1,0,0,GOSR2/Membrin/Bos1
IPR012137,1,1,1,Nitrate reductase NADH dependent
IPR007419,1,1,1,BFD-like [2Fe-2S]-binding domain
IPR012748,1,1,1,"Rieske-like [2Fe-2S] domain, NirD-type"
IPR041854,1,1,1,BFD-like [2Fe-2S]-binding domain superfamily
IPR025261,1,1,1,Domain of unknown function DUF4210
IPR033473,1,1,1,"Protein FAM214, C-terminal"
IPR045913,1,1,1,GTPase-activating protein TBC20/Gyp8-like
IPR045137,1,0,1,RNA-binding protein 26/27
IPR024395,1,1,1,CLASP N-terminal domain
IPR007541,1,1,1,"Uncharacterised protein family, basic secretory protein"
IPR044077,1,1,0,"Amylosucrase, catalytic domain"
IPR010237,1,1,1,Pyrimidine 5-nucleotidase
IPR004030,2,0,0,"Nitric oxide synthase, N-terminal"
IPR036119,2,0,0,"Nitric oxide synthase, N-terminal domain superfamily"
IPR044944,1,0,0,"Nitric oxide synthase, domain 3 superfamily"
IPR044943,1,0,0,"Nitric oxide synthase, domain 1 superfamily"
IPR001308,1,1,1,Electron transfer flavoprotein alpha subunit/FixB
IPR014731,1,1,1,"Electron transfer flavoprotein, alpha subunit, C-terminal"
IPR033947,1,1,1,"Electron transfer flavoprotein, alpha subunit, N-terminal"
IPR032451,1,1,1,"SMARCC, C-terminal"
IPR041984,1,1,0,"Rsc8/Ssr1/Ssr2, zinc finger, ZZ-type"
IPR044753,1,0,1,"HELLS, N-terminal"
IPR025604,1,0,1,Actin cytoskeleton-regulatory complex protein End3
IPR036037,1,1,1,"Class XVII myosin, motor domain"
IPR018307,1,1,1,AVL9/DENND6 domain
IPR008352,1,1,1,Mitogen-activated protein (MAP) kinase p38-like
IPR038783,1,1,1,Fungal mitogen-activated protein (MAP) kinase Sty1/Hog1
IPR001837,1,1,1,Adenylate cyclase-associated CAP
IPR013912,1,1,1,"Adenylate cyclase-associated CAP, C-terminal"
IPR013992,1,1,1,"Adenylate cyclase-associated CAP, N-terminal"
IPR018106,1,1,1,"CAP, conserved site, N-terminal"
IPR028419,1,1,1,"Adenylyl cyclase-associated protein CAP, fungal type"
IPR036222,1,1,1,"Adenylate cyclase-associated CAP, N-terminal  domain superfamily"
IPR036223,1,1,1,"Adenylate cyclase-associated CAP, C-terminal  superfamily"
IPR044443,1,1,1,"54S ribosomal protein L3, double-stranded RNA binding domain"
IPR004140,1,0,1,Exocyst complex component Exo70
IPR046364,1,0,1,"Exocyst complex subunit Exo70, C-terminal"
IPR005344,1,1,1,TMEM33/Pom33 family
IPR000811,1,1,1,"Glycosyl transferase, family 35"
IPR011833,1,1,1,Glycogen/starch/alpha-glucan phosphorylase
IPR035090,1,1,1,Phosphorylase pyridoxal-phosphate attachment site
IPR001557,2,3,2,L-lactate/malate dehydrogenase
IPR014007,1,0,0,Acetoin reductase
IPR013964,1,1,1,DASH complex subunit Ask1
IPR005016,1,1,1,Serine incorporator/TMS membrane protein
IPR029559,1,1,1,Membrane protein Tms1-like
IPR021384,1,1,1,"Mediator complex, subunit Med21"
IPR018828,1,1,1,Protein of unknown function DUF2034
IPR016157,1,0,1,"Cullin, conserved site"
IPR037737,1,1,1,Regulator of phospholipase D Srf1
IPR018786,1,1,1,Mitochondrial K+-H+ exchange-related
IPR006977,2,2,3,Yip1 domain
IPR039765,1,1,1,Protein Yip5/YIPF1/YIPF2
IPR029636,1,1,1,Protein Csf1
IPR003702,1,1,1,"Acetyl-CoA hydrolase/transferase, N-terminal"
IPR026888,1,1,1,Acetyl-CoA hydrolase/transferase C-terminal domain
IPR038460,1,1,1,"Acetyl-CoA hydrolase/transferase, C-terminal domain superfamily"
IPR002472,1,1,1,Palmitoyl protein thioesterase
IPR030294,2,1,1,Palmitoyl-protein thioesterase 1
IPR019769,1,1,1,"Translation elongation factor, IF5A, hypusine site"
IPR033599,1,1,1,RNA polymerase I transcription initiation factor TAF1B/Rrn7
IPR013734,1,3,3,Transcription factor Nrm1/Whi5
IPR037875,1,1,1,"Ribosome biogenesis protein Bms1, N-terminal"
IPR029175,1,1,1,Exocyst complex component EXOC2/Sec5
IPR039481,1,1,1,"Exocyst complex component EXOC2/Sec5, N-terminal domain"
IPR001858,1,0,0,"Phosphatidylethanolamine-binding, conserved site"
IPR021163,1,1,1,"Ferredoxin-NADP+ reductase, adrenodoxin-type"
IPR001304,1,0,0,C-type lectin-like
IPR029489,1,0,1,"O-GlcNAc transferase, C-terminal"
IPR004728,1,0,1,Translocation protein Sec62
IPR011553,1,0,1,"Translocation protein Sec62, ascomycota"
IPR010286,1,1,2,METTL16/RlmF family
IPR006367,1,2,1,"Sirohaem synthase, N-terminal"
IPR028161,1,1,1,Siroheme biosynthesis protein Met8
IPR000306,1,4,3,FYVE zinc finger
IPR017455,1,4,3,"Zinc finger, FYVE-related"
IPR021565,1,1,1,"Rabenosyn, Rab binding domain"
IPR036531,1,1,1,"Rabenosyn, Rab binding domain superfamily"
IPR000374,1,1,1,Phosphatidate cytidylyltransferase
IPR016720,1,1,1,"Phosphatidate cytidylyltransferase, eukaryota"
IPR022093,1,1,1,"Rad26-like, helical repeats"
IPR026258,1,1,1,Signal recognition particle subunit SRP68
IPR034652,1,1,1,"Signal recognition particle subunit SRP68, RNA-binding domain"
IPR038253,1,1,1,"SRP68, N-terminal domain superfamily"
IPR033443,2,0,0,Pentacotripeptide-repeat region of PRORP
IPR001204,1,2,1,Phosphate transporter
IPR015688,1,0,1,Elongation Factor 3
IPR040533,1,0,1,Four helical bundle domain
IPR001636,1,1,1,Phosphoribosylaminoimidazole-succinocarboxamide synthase
IPR018236,1,1,1,"SAICAR synthetase, conserved site"
IPR028923,1,1,1,"SAICAR synthetase/ADE2, N-terminal"
IPR034101,1,1,1,Sm-like protein Lsm4
IPR029023,1,1,1,Tensin-type phosphatase domain
IPR016543,1,1,1,Mitochondria fission 1 protein
IPR028061,1,1,1,"Fis1, C-terminal tetratricopeptide repeat"
IPR033745,1,1,1,"Mitochondria fission protein Fis1, cytosolic domain"
IPR013252,1,1,1,Kinetochore-Ndc80 subunit Spc24
IPR038066,1,1,1,"Spc24, Fungi, globular domain superfamily"
IPR012908,1,2,2,GPI inositol-deacylase PGAP1-like
IPR039529,1,1,1,GPI inositol-deacylase
IPR005709,1,2,1,"Ribosomal protein S4, bacterial-type"
IPR002344,1,1,1,Lupus La protein
IPR039453,1,0,1,"Mitochondrial outer membrane protein OM14, C-terminal"
IPR039454,1,0,0,Mitochondrial outer membrane protein OM14
IPR039289,1,1,1,Mitochondrial intermembrane space import and assembly protein 40
IPR006282,1,1,1,Thiamin pyrophosphokinase
IPR007371,1,1,1,"Thiamin pyrophosphokinase, catalytic domain"
IPR007373,1,1,1,"Thiamin pyrophosphokinase, thiamin-binding domain"
IPR016966,1,1,1,"Thiamin pyrophosphokinase, eukaryotic"
IPR036371,1,1,1,"Thiamin pyrophosphokinase, thiamin-binding domain superfamily"
IPR036759,1,1,1,"Thiamin pyrophosphokinase, catalytic domain superfamily"
IPR007193,1,1,1,"Up-frameshift suppressor 2, C-terminal"
IPR039762,1,1,1,Nonsense-mediated mRNA decay protein Nmd2/UPF2
IPR012423,1,1,1,Chromatin modification-related protein Eaf7/MRGBP
IPR001944,1,3,4,"Glycoside hydrolase, family 35"
IPR013529,1,2,1,"Glycoside hydrolase, family 42, N-terminal"
IPR014830,1,1,1,Glycolipid transfer protein domain
IPR036497,1,1,1,Glycolipid transfer protein superfamily
IPR037730,1,1,1,Mitochondrial inner membrane protease subunit 2
IPR041602,1,0,0,"Quercetin 2,3-dioxygenase, C-terminal cupin domain"
IPR004514,1,1,0,Glutamine-tRNA synthetase
IPR044244,1,1,1,Tetratricopeptide repeat protein TTC27/Emw1
IPR029217,1,1,0,"Sporulation-specific protein 71, N-terminal domain"
IPR039486,1,1,1,"Mug56/Spo71, PH domain"
IPR040345,1,1,1,Mug56/Spo71
IPR024862,1,1,1,Transient receptor potential cation channel subfamily V
IPR011488,1,1,1,"Translation initiation factor 2, alpha subunit"
IPR024054,1,1,1,"Translation initiation factor 2, alpha subunit, middle domain superfamily"
IPR024055,1,1,1,"Translation initiation factor 2, alpha subunit, C-terminal"
IPR044126,1,1,1,"IF2a, S1-like domain"
IPR038872,1,1,1,Putative glutathione transferase 3
IPR016624,1,0,1,Uncharacterised conserved protein UCP014753
IPR039601,1,1,1,RNA polymerase I-specific transcription initiation factor Rrn5
IPR042121,1,2,1,"MutL, C-terminal domain, regulatory subdomain"
IPR039756,1,1,1,Type II phosphatidylinositol 4-kinase Lsb6/PI4K2
IPR000577,2,1,2,"Carbohydrate kinase, FGGY"
IPR005999,2,1,1,Glycerol kinase
IPR018483,2,1,1,"Carbohydrate kinase, FGGY, conserved site"
IPR019778,1,0,0,"Hydrophobin, conserved site"
IPR003084,2,2,2,Histone deacetylase
IPR013724,1,2,1,"GIT, Spa2 homology (SHD) domain"
IPR039892,1,1,1,Protein Spa2/Sph1
IPR002124,1,1,0,"Cytochrome c oxidase, subunit Vb"
IPR036972,1,1,0,"Cytochrome c oxidase, subunit Vb superfamily"
IPR013926,1,1,0,CGI121/TPRKB
IPR036504,1,1,0,CGI121/TPRKB superfamily
IPR035299,1,1,1,26S Proteasome non-ATPase regulatory subunit 14
IPR002569,1,1,1,Peptide methionine sulphoxide reductase MsrA domain
IPR036509,1,1,1,Peptide methionine sulphoxide reductase MsrA superfamily
IPR018814,1,1,1,Protein of unknown function DUF5427
IPR040459,1,1,1,MJ1316 RNA cyclic group end recognition domain
IPR016267,1,1,1,UTP--glucose-1-phosphate uridylyltransferase
IPR006157,1,1,1,Dihydroneopterin aldolase/epimerase domain
IPR041243,1,1,1,"STI1/HOP, DP domain"
IPR018299,1,1,1,"Alkaline phosphatase, active site"
IPR006811,1,1,1,RNA polymerase II subunit A
IPR003749,1,1,1,Sulfur carrier ThiS/MoaD-like
IPR016155,1,2,2,"Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp"
IPR028887,1,0,0,"Molybdopterin synthase sulfur carrier subunit, eukaryote"
IPR007832,1,1,1,RNA polymerase Rpc34
IPR016049,1,1,1,RNA polymerase Rpc34-like
IPR004529,1,1,1,"Phenylalanyl-tRNA synthetase, class IIc, alpha subunit"
IPR040725,1,1,1,"PheRS, DNA binding domain 3"
IPR024498,1,0,0,Domain of unknown function DUF2786
IPR001093,1,1,1,IMP dehydrogenase/GMP reductase
IPR005990,1,1,1,Inosine-5'-monophosphate dehydrogenase
IPR015875,1,1,1,"IMP dehydrogenase / GMP reductase, conserved site"
IPR018816,1,1,1,"Cactin, central domain"
IPR019134,1,1,1,"Cactin, C-terminal"
IPR002202,1,1,3,"Hydroxymethylglutaryl-CoA reductase, class I/II"
IPR004554,1,1,1,"Hydroxymethylglutaryl-CoA reductase, eukaryotic/archaeal type"
IPR009023,1,1,3,"Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding domain superfamily"
IPR009029,1,1,3,"Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain superfamily"
IPR023074,1,1,2,"Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain superfamily"
IPR023076,1,1,3,"Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site"
IPR023282,1,1,2,"Hydroxymethylglutaryl-CoA reductase, N-terminal"
IPR025583,1,1,1,"HMG-CoA reductase, N-terminal domain"
IPR009145,1,1,1,U2 auxiliary factor small subunit
IPR039121,1,1,0,Acyl-coenzyme A diphosphatase NUDT19
IPR008111,1,1,1,RNA-binding motif protein 8
IPR033744,1,1,1,"RBM8, RNA recognition motif"
IPR017147,1,1,1,Tricalbin
IPR037756,1,1,1,"Tricalbin, C2D domain"
IPR037761,1,1,1,"Tricalbin, C2A domain"
IPR037762,1,1,1,"Tricalbin, C2C domain"
IPR001931,1,1,1,Ribosomal protein S21e
IPR018279,1,1,1,"Ribosomal protein S21e, conserved site"
IPR038579,1,1,1,Ribosomal protein S21e superfamily
IPR037590,1,1,0,GATOR complex protein WDR24
IPR006056,1,1,2,RidA family
IPR005764,1,1,0,Adenine phosphoribosyl transferase
IPR026030,1,2,7,Purine-cytosine permease Fcy2/21/22
IPR030175,1,0,4,Vitamin B6 transporter Tpn1
IPR004405,1,0,1,Translation release factor  pelota
IPR038069,1,0,1,"Pelota/DOM34, N-terminal domain"
IPR010737,1,0,0,"Four-carbon acid sugar kinase, N-terminal domain"
IPR031475,1,0,0,"Four-carbon acid sugar kinase, nucleotide binding domain"
IPR037051,1,0,0,"Four-carbon acid sugar kinase, N-terminal domain superfamily"
IPR042213,1,0,0,"Four-carbon acid sugar kinase, nucleotide binding domain superfamily"
IPR001266,1,1,1,Ribosomal protein S19e
IPR007523,1,2,1,NDUFAF3/Mth938 domain-containing protein
IPR036748,1,2,1,MTH938-like superfamily
IPR018574,1,1,1,Structure-specific endonuclease subunit Slx4
IPR007184,1,1,0,Mannoside phosphorylase
IPR018394,1,1,1,"Cryptochrome/DNA photolyase class 1, conserved site, C-terminal"
IPR034308,1,2,1,Vacuolar protein sorting-assoociated protein 70
IPR033307,1,1,1,Protein Ted1
IPR012591,1,1,1,PRO8NT domain
IPR012592,1,1,1,PROCN domain
IPR012984,1,1,1,PROCT domain
IPR019580,1,1,1,"Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding"
IPR019581,1,1,1,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding"
IPR019582,1,1,1,"RNA recognition motif, spliceosomal PrP8"
IPR021983,1,1,1,PRP8 domain IV core
IPR027652,1,1,1,Pre-mRNA-processing-splicing factor 8
IPR042516,1,1,1,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily"
IPR043172,1,1,1,"Prp8 RNase domain IV, palm region"
IPR043173,1,1,1,"Prp8 RNase domain IV, fingers region"
IPR044674,1,1,1,ER degradation-enhancing alpha-mannosidase-like protein 1/2/3
IPR027111,1,1,1,Mitochondrial import inner membrane translocase subunit Tim50
IPR006238,1,0,1,"Cystathionine beta-lyase, eukaryotic"
IPR036627,1,1,1,"CobW-like, C-terminal domain superfamily"
IPR019004,1,1,1,Uncharacterised protein YqeY/Aim41
IPR042184,1,1,1,"YqeY/Aim41, N-terminal domain"
IPR006771,1,0,0,Blastomyces yeast-phase-specific protein
IPR004013,1,1,1,PHP domain
IPR010140,1,1,1,"Histidinol phosphate phosphatase, HisJ"
IPR018859,1,0,1,BAR domain-containing family
IPR007224,1,1,1,Transcription initiation factor Rrn11
IPR017939,2,3,2,Gamma-glutamylcyclotransferase
IPR025952,1,0,1,R3H-associated N-terminal domain
IPR039629,1,0,1,R3H domain-containing protein 4
IPR008389,1,0,0,"ATPase, V0 complex, subunit e1/e2"
IPR007290,1,1,1,Arv1 protein
IPR006855,2,2,2,Vertebrate-like NAGS Gcn5-related N-acetyltransferase (GNAT) domain
IPR011190,1,1,1,"N-acetylglutamate synthase, fungal"
IPR019009,1,0,1,"Signal recognition particle receptor, beta subunit"
IPR005857,1,1,1,Cystathionine beta-synthase
IPR045231,1,1,2,Protein Yip1/4-like
IPR001937,1,1,1,"Galactose-1-phosphate uridyl transferase, class I"
IPR005849,1,1,1,"Galactose-1-phosphate uridyl transferase, N-terminal"
IPR005850,1,1,1,"Galactose-1-phosphate uridyl transferase, C-terminal"
IPR019779,1,1,1,"Galactose-1-phosphate uridyl transferase, class I His-active site"
IPR027533,1,1,1,"Very-long-chain 3-oxoacyl-CoA reductase, fungal"
IPR005352,1,1,2,Erg28
IPR024166,1,1,1,Ribosomal RNA assembly KRR1
IPR041174,1,1,1,"Krr1, KH1 domain"
IPR006806,1,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
IPR032705,1,1,1,"Origin recognition complex subunit 4, C-terminal"
IPR008659,1,0,1,"Yeast cell wall synthesis Kre9/Knh1, C-terminal"
IPR045328,1,0,1,Yeast cell wall synthesis Kre9/Knh1
IPR019623,1,0,1,Protein Rot1
IPR002698,1,0,1,5-formyltetrahydrofolate cyclo-ligase
IPR024185,1,0,1,5-formyltetrahydrofolate cyclo-ligase-like domain superfamily
IPR027078,1,0,1,Small nuclear ribonucleoprotein E
IPR037352,1,1,1,Polycomb protein EED
IPR007300,1,0,1,CidB/LrgB family
IPR018211,1,2,2,"Alcohol dehydrogenase, iron-type, conserved site"
IPR012962,1,1,0,"Peptidase M54, archaemetzincin"
IPR004621,1,1,2,Eukaryotic-type methylenetetrahydrofolate reductase
IPR030507,1,1,1,Bem1/Scd2
IPR035548,1,0,1,"Bem1/Scd2, SH3 domain 1"
IPR035549,1,1,1,"Bem1/Scd2, SH3 domain 2"
IPR035550,1,1,1,"Bem1/Scd2, PX domain"
IPR021648,1,1,1,"Vacuolar protein sorting protein 36, GLUE domain"
IPR031558,1,1,1,"Vacuolar protein-sorting-associated protein 36, NZF-N zinc-finger domain"
IPR037855,1,1,1,Vacuolar protein sorting protein 36
IPR038781,3,2,1,Uncharacterized membrane protein C365.16-ike
IPR034268,1,1,0,"RBM25, RNA recognition motif"
IPR003500,2,1,1,"Sugar-phosphate isomerase, RpiB/LacA/LacB family"
IPR011860,1,1,1,"Ribose 5-phosphate isomerase B, Actinobacteria-type"
IPR036569,2,1,1,"Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily"
IPR014939,1,1,1,CDT1 Geminin-binding domain-like
IPR018973,1,2,1,MrfA-like Zn-binding domain
IPR039383,1,1,1,FHIT family
IPR013968,1,5,0,"Polyketide synthase, ketoreductase domain"
IPR018306,1,9,0,"Bacteriophage T5, Orf172 DNA-binding"
IPR019529,1,1,1,"SNARE-complex protein Syntaxin-18, N-terminal"
IPR001518,1,1,1,Argininosuccinate synthase
IPR018223,1,1,1,"Argininosuccinate synthase, conserved site"
IPR023434,1,1,1,"Argininosuccinate synthase, type 1 subfamily"
