,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
PF03661,1,1,1,Transmembrane protein 33/Nucleoporin POM33
PF00343,1,1,1,Carbohydrate phosphorylase
PF08655,1,1,1,DASH complex subunit Ask1
PF03348,1,1,1,Serine incorporator (Serinc)
PF11221,1,1,1,Subunit 21 of Mediator complex
PF04471,1,0,1,Restriction endonuclease
PF04893,2,2,3,Yip1 domain
PF20413,1,1,1,Kiaa1109 N-terminal region
PF02550,1,1,1,Acetyl-CoA hydrolase/transferase N-terminal domain
PF13336,1,1,1,Acetyl-CoA hydrolase/transferase C-terminal domain
PF02089,2,2,1,Palmitoyl protein thioesterase
PF08528,1,3,3,Whi5 like
PF15469,1,1,1,Exocyst complex component Sec5
PF03839,1,0,1,Translocation protein Sec62
PF01363,1,4,3,FYVE zinc finger
PF11464,1,1,1,Rabenosyn Rab binding domain
PF01148,1,1,1,Cytidylyltransferase family
PF12331,1,1,1,Protein of unknown function (DUF3636)
PF16969,1,1,1,RNA-binding signal recognition particle 68
PF01384,1,2,1,Phosphate transporter family
PF17947,1,0,1,Four helical bundle domain
PF01259,1,1,1,SAICAR synthetase
PF14853,1,1,1,Fis1 C-terminal tetratricopeptide repeat
PF08286,1,1,1,Spc24 subunit of Ndc80
PF07819,1,1,1,PGAP1-like protein
PF17304,1,0,1,Family of unknown function (DUF5353)
PF04263,1,1,1,"Thiamin pyrophosphokinase, catalytic domain"
PF04265,1,1,1,"Thiamin pyrophosphokinase, vitamin B1 binding domain"
PF04050,1,1,1,Up-frameshift suppressor 2
PF07904,1,1,1,Chromatin modification-related protein EAF7
PF08718,1,1,1,Glycolipid transfer protein (GLTP)
PF10502,1,2,1,"Signal peptidase, peptidase S26"
PF17954,1,0,0,Quercetinase C-terminal cupin domain
PF15404,1,1,1,Pleckstrin homology domain
PF15407,1,1,0,Sporulation protein family 7
PF07541,1,1,1,Eukaryotic translation initiation factor 2 alpha subunit
PF10022,1,0,1,Uncharacterized protein conserved in bacteria (DUF2264)
PF08676,1,1,1,MutL C terminal dimerisation domain
PF20263,1,1,1,LYR motif-containing protein 2-like
PF13462,1,1,1,Thioredoxin
PF08518,1,2,1,Spa2 homology domain (SHD) of GIT
PF01215,1,1,0,Cytochrome c oxidase subunit Vb
PF08617,1,1,0,Kinase binding protein CGI-121
PF14464,1,2,1,Prokaryotic homologs of the JAB domain
PF01625,1,1,1,Peptide methionine sulfoxide reductase
PF10310,1,1,0,Family of unknown function (DUF5427)
PF16643,1,1,1,Unstructured region on cNMP-binding protein
PF04457,1,1,1,MJ1316 RNA cyclic group end recognition domain
PF02152,1,1,1,Dihydroneopterin aldolase
PF17830,1,1,1,STI1 domain
PF04722,1,1,1,Ssu72-like protein
PF02597,1,1,2,ThiS family
PF05158,1,1,1,RNA polymerase Rpc34 subunit
PF01409,1,2,1,tRNA synthetases class II core domain (F)
PF18553,1,1,1,PheRS DNA binding domain 3
PF10979,1,0,0,Protein of unknown function (DUF2786)
PF14114,1,0,0,Domain of unknown function (DUF4286)
PF13454,1,1,2,FAD-NAD(P)-binding
PF04991,1,0,0,LicD family
PF00478,2,7,3,IMP dehydrogenase / GMP reductase domain
PF09732,1,1,1,Cactus-binding C-terminus of cactin protein
PF10312,1,1,1,Conserved mid region of cactin
PF00368,1,1,3,Hydroxymethylglutaryl-coenzyme A reductase
PF13323,1,1,1,N-terminal domain with HPIH motif
PF01249,1,1,1,Ribosomal protein S21e
PF07005,1,0,0,Sugar-binding N-terminal domain
PF17042,1,0,0,Nucleotide-binding C-terminal domain
PF01090,1,1,1,Ribosomal protein S19e
PF04430,1,2,1,Protein of unknown function (DUF498/DUF598)
PF09494,1,1,1,Slx4 endonuclease
PF01619,2,4,2,Proline dehydrogenase
PF08082,1,1,1,"PRO8NT (NUC069), PrP8 N-terminal domain"
PF08083,1,1,1,PROCN (NUC071) domain
PF08084,1,1,1,PROCT (NUC072) domain
PF10596,1,0,0,U6-snRNA interacting domain of PrP8
PF10597,1,1,1,U5-snRNA binding site 2 of PrP8
PF10598,1,1,1,RNA recognition motif of the spliceosomal PrP8
PF12134,1,1,1,PRP8 domain IV core
PF09424,1,1,1,Yqey-like protein
PF04681,1,0,0,Blastomyces yeast-phase-specific protein
PF02811,1,1,1,PHP domain
PF10455,1,1,1,Bin/amphiphysin/Rvs domain for vesicular trafficking
PF04090,1,0,1,RNA polymerase I specific initiation factor
PF13902,1,0,1,R3H-associated N-terminal domain
PF05493,1,0,0,ATP synthase subunit H
PF04161,1,1,0,Arv1-like family
PF04768,2,2,2,"NAT, N-acetyltransferase, of N-acetylglutamate synthase"
PF01488,1,5,2,Shikimate / quinate 5-dehydrogenase
PF01087,1,0,1,"Galactose-1-phosphate uridyl transferase, N-terminal domain"
PF02744,1,1,1,"Galactose-1-phosphate uridyl transferase, C-terminal domain"
PF03694,1,1,2,Erg28 like protein
PF17903,1,1,1,Krr1 KH1 domain
PF04716,1,1,1,ETC complex I subunit conserved region
PF03969,1,1,1,AFG1-like ATPase
PF14629,1,1,1,Origin recognition complex (ORC) subunit 4 C-terminus
PF05390,1,0,1,Yeast cell wall synthesis protein KRE9/KNH1 C-terminal
PF10681,1,0,1,"Chaperone for protein-folding within the ER, fungal"
PF01812,1,0,1,5-formyltetrahydrofolate cyclo-ligase family
PF04172,1,0,1,LrgB-like family
PF11605,1,1,1,Vacuolar protein sorting protein 36 Vps36
PF16988,1,1,1,Vacuolar protein sorting 36 NZF-N zinc-finger domain
PF02502,2,1,1,Ribose/Galactose Isomerase
PF09369,1,2,1,MrfA Zn-binding domain
PF10544,1,8,0,T5orf172 domain
PF13455,1,7,0,Meiotically up-regulated gene 113
PF10496,1,1,1,SNARE-complex protein Syntaxin-18 N-terminus
PF00764,1,1,1,Arginosuccinate synthase
PF11022,1,1,1,ATP synthase subunit K
PF12539,1,1,1,Chromosome segregation protein Csm1/Pcs1
PF01428,1,2,2,AN1-like Zinc finger
PF10313,1,1,1,Uncharacterised protein domain (DUF2415)
PF09768,1,0,1,Peptidase M76 family
PF04176,1,1,1,TIP41-like family
PF10404,1,2,2,Rad4 beta-hairpin domain 2
PF04987,1,1,1,Phosphatidylinositolglycan class N (PIG-N)
PF06417,1,0,1,Protein of unknown function (DUF1077)
PF13023,1,0,1,HD domain
PF14661,1,0,1,HAUS augmin-like complex subunit 6 N-terminus
PF06858,1,1,1,Nucleolar GTP-binding protein 1 (NOG1)
PF08155,1,1,1,NOGCT (NUC087) domain
PF17835,1,1,1,NOG1 N-terminal helical domain
PF09668,1,1,2,Aspartyl protease
PF13650,1,2,4,Aspartyl protease
PF13975,1,1,2,gag-polyprotein putative aspartyl protease
PF01990,1,1,1,ATP synthase (F/14-kDa) subunit
PF10332,1,1,1,Protein of unknown function (DUF2418)
PF05148,1,1,1,Hypothetical methyltransferase
PF00342,1,1,1,Phosphoglucose isomerase
PF05179,1,1,1,"RNA pol II accessory factor, Cdc73 family, C-terminal"
PF15463,1,0,1,Extracellular mutant protein 11
PF00953,1,1,1,Glycosyl transferase family 4
PF00303,1,1,0,Thymidylate synthase
PF00860,2,2,2,Permease family
PF06984,1,1,1,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF00996,2,2,2,GDP dissociation inhibitor
PF08826,1,0,0,DMPK coiled coil domain like
PF08611,1,0,1,Fungal protein of unknown function (DUF1774)
PF11709,1,1,0,Mitochondrial ribosomal protein subunit
PF00833,1,1,1,Ribosomal S17
PF09127,1,2,1,"Leukotriene A4 hydrolase, C-terminal"
PF12353,1,1,1,Eukaryotic translation initiation factor 3 subunit G
PF00809,1,3,1,Pterin binding enzyme
PF01288,1,1,1,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)"
PF01232,1,1,1,Mannitol dehydrogenase Rossmann domain
PF08125,1,1,1,Mannitol dehydrogenase C-terminal domain
PF16499,1,1,3,Alpha galactosidase A
PF07960,1,1,0,CBP4
PF09365,1,1,1,Conserved hypothetical protein (DUF2461)
PF02676,1,1,0,Methyltransferase TYW3
PF05873,1,1,1,"ATP synthase D chain, mitochondrial (ATP5H)"
PF01849,2,1,2,NAC domain
PF19026,1,2,2,HYPK UBA domain
PF01929,1,1,1,Ribosomal protein L14
PF04758,1,1,1,Ribosomal protein S30
PF07955,1,1,1,Protein of unknown function (DUF1687)
PF13883,1,0,1,Pyridoxamine 5'-phosphate oxidase
PF02732,1,2,1,ERCC4 domain
PF01274,1,1,1,Malate synthase
PF00568,1,1,1,WH1 domain
PF06951,1,0,0,Group XII secretory phospholipase A2 precursor (PLA2G12)
PF06978,1,0,1,Ribonucleases P/MRP protein subunit POP1
PF08170,1,0,1,POPLD (NUC188) domain
PF09429,1,1,1,WW domain binding protein 11
PF16892,1,1,1,Chitin biosynthesis protein CHS5 N-terminus
PF16893,1,1,1,Fibronectin type III domain
PF05899,1,1,1,EutQ-like cupin domain
PF06249,1,2,0,Ethanolamine utilisation protein EutQ
PF16797,1,1,1,Fungal kinase associated-1 domain
PF06912,1,2,2,Protein of unknown function (DUF1275)
PF06140,2,2,1,Interferon-induced 6-16 family
PF01118,1,3,2,"Semialdehyde dehydrogenase, NAD binding domain"
PF07757,1,1,1,Predicted AdoMet-dependent methyltransferase
PF12726,1,1,0,SEN1 N terminal
PF07080,1,1,1,Protein of unknown function (DUF1348)
PF03259,1,0,1,Roadblock/LC7 domain
PF12333,1,0,1,Rix1 complex component involved in 60S ribosome maturation
PF07956,1,1,0,Protein of Unknown function (DUF1690)
PF04258,1,1,1,Signal peptide peptidase
PF03972,1,4,2,MmgE/PrpD N-terminal domain
PF19305,1,4,2,MmgE/PrpD C-terminal domain
PF01991,1,1,1,ATP synthase (E/31 kDa) subunit
PF05856,1,1,1,ARP2/3 complex 20 kDa subunit (ARPC4)
PF10415,1,3,1,Fumarase C C-terminus
PF08209,1,0,1,Sgf11 (transcriptional regulation protein)
PF04086,1,1,1,"Signal recognition particle, alpha subunit, N-terminal"
PF00926,1,1,1,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
PF04678,1,0,1,Mitochondrial calcium uniporter
PF04499,1,1,1,SIT4 phosphatase-associated protein
PF01765,1,1,1,Ribosome recycling factor
PF13592,1,0,0,Winged helix-turn helix
PF00024,1,1,1,PAN domain
PF06650,1,1,1,SHR-binding domain of vacuolar-sorting associated protein 13
PF12624,1,1,1,N-terminal region of Chorein or VPS13
PF16908,1,1,1,"Vacuolar sorting-associated protein 13, N-terminal"
PF16909,1,1,1,Vacuolar-sorting-associated 13 protein C-terminal
PF16910,1,1,1,Repeating coiled region of VPS13
PF11326,1,1,0,Protein of unknown function (DUF3128)
PF03718,1,0,0,Glycosyl hydrolase family 49
PF17433,1,0,0,Glycosyl hydrolase family 49 N-terminal Ig-like domain
PF18783,1,0,0,Isopullulanase beta-solenoid repeat
PF18841,1,0,0,Beta solenoid repeat from Dextranase
PF11911,1,1,1,Protein of unknown function (DUF3429)
PF00484,1,4,1,Carbonic anhydrase
PF02423,1,3,1,Ornithine cyclodeaminase/mu-crystallin family
PF07576,1,1,1,BRCA1-associated protein 2
PF07842,1,0,1,GC-rich sequence DNA-binding factor-like protein
PF11919,1,1,1,Domain of unknown function (DUF3437)
PF16507,1,1,1,"Proteasome-substrate-size regulator, mid region"
PF16547,1,1,1,"Proteasome-substrate-size regulator, N-terminal"
PF09350,1,1,1,"DnaJ homologue, subfamily C, member 28, conserved domain"
PF16078,1,1,1,2-oxoglutarate dehydrogenase N-terminus
PF16870,1,1,1,2-oxoglutarate dehydrogenase C-terminal
PF00797,1,1,1,N-acetyltransferase
PF15456,1,1,1,Up-regulated During Septation
PF13563,1,0,1,2'-5' RNA ligase superfamily
PF12110,1,1,1,Nuclear protein 96
PF04096,1,1,1,Nucleoporin autopeptidase
PF00316,1,0,1,"Fructose-1-6-bisphosphatase, N-terminal domain"
PF18913,1,0,1,"Fructose-1-6-bisphosphatase, C-terminal domain"
PF00658,1,1,1,"Poly-adenylate binding protein, unique domain"
PF01512,1,1,1,Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF10589,1,1,1,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF09763,1,1,1,Exocyst complex component Sec3
PF15277,1,1,1,Exocyst complex component SEC3 N-terminal PIP2 binding PH
PF05022,1,1,1,"SRP40, C-terminal domain"
PF01496,1,1,1,V-type ATPase 116kDa subunit family
PF02186,1,0,1,TFIIE beta subunit core domain
PF18121,1,1,1,TFA2 Winged helix domain 2
PF07926,1,1,1,TPR/MLP1/MLP2-like protein
PF09809,1,1,1,Mitochondrial ribosomal protein L27
PF04615,1,1,0,Utp14 protein
PF03639,5,1,1,Glycosyl hydrolase family 81 N-terminal domain
PF17652,4,1,1,Glycosyl hydrolase family 81 C-terminal domain
PF06999,1,2,2,Sucrase/ferredoxin-like
PF08327,1,1,1,Activator of Hsp90 ATPase homolog 1-like protein
PF09229,1,0,1,"Activator of Hsp90 ATPase, N-terminal"
PF01255,1,1,1,Putative undecaprenyl diphosphate synthase
PF02320,1,1,1,Ubiquinol-cytochrome C reductase hinge protein
PF03737,1,4,3,Aldolase/RraA
PF13523,1,2,1,Acetyltransferase (GNAT) domain
PF16503,1,0,0,Zinc-ribbon
PF06395,1,0,0,CDC24 Calponin
PF01566,1,1,1,Natural resistance-associated macrophage protein
PF12689,1,1,1,Acid Phosphatase
PF18785,1,1,1,Invertebrate-AID/APOBEC-deaminase
PF10451,1,0,0,Telomere regulation protein Stn1
PF17109,2,5,0,fungal STAND N-terminal Goodbye domain
PF13933,1,1,1,Putative peptidase family
PF11999,1,0,0,Ice-binding-like
PF07818,1,0,1,HCNGP-like protein
PF04777,1,2,2,Erv1 / Alr family
PF08790,1,1,1,LYAR-type C2HC zinc finger
PF20516,5,4,9,PD-(D/E)XK nuclease superfamily
PF14273,1,0,0,Domain of unknown function (DUF4360)
PF01823,2,1,0,MAC/Perforin domain
PF09084,1,0,2,NMT1/THI5 like
PF17107,1,5,1,N-terminal domain on NACHT_NTPase and P-loop NTPases
PF01498,1,0,0,Transposase
PF09421,1,0,1,Frequency clock protein
PF20248,1,0,0,Family of unknown function (DUF6603)
PF03245,1,1,0,Bacteriophage Rz lysis protein
PF04857,0,1,1,CAF1 family ribonuclease
PF06487,0,1,1,Sin3 associated polypeptide p18 (SAP18)
PF13881,0,2,1,Ubiquitin-2 like Rad60 SUMO-like
PF09996,0,1,1,Uncharacterized protein conserved in bacteria (DUF2237)
PF18313,0,2,1,Thiolase-like protein type 1 additional C-terminal domain
PF10558,0,1,1,Mitochondrial 18 KDa protein (MTP18)
PF12709,0,1,1,Fungal Transforming acidic coiled-coil (TACC) proteins
PF11051,0,3,3,Mannosyltransferase putative
PF13549,0,2,1,ATP-grasp domain
PF00648,0,3,1,Calpain family cysteine protease
PF16124,0,1,0,RecQ zinc-binding
PF11578,0,7,4,Protein of unknown function (DUF3237)
PF10998,0,1,1,Protein of unknown function (DUF2838)
PF02311,0,2,0,AraC-like ligand binding domain
PF05251,0,1,0,Oligosaccharyltransferase subunit 5
PF05001,0,1,1,RNA polymerase Rpb1 C-terminal repeat
PF11380,0,2,1,"Stealth protein CR2, conserved region 2"
PF17101,0,1,1,"Stealth protein CR1, conserved region 1"
PF17103,0,1,0,"Stealth protein CR4, conserved region 4"
PF01328,0,5,3,"Peroxidase, family 2"
PF00709,0,1,1,Adenylosuccinate synthetase
PF08314,0,1,0,Secretory pathway protein Sec39
PF04886,0,2,0,PT repeat
PF00089,0,2,1,Trypsin
PF17034,0,1,0,Zinc-ribbon like family
PF06414,0,3,0,Zeta toxin
PF02765,0,2,0,Telomeric single stranded DNA binding POT1/CDC13
PF03256,0,1,1,"Anaphase-promoting complex, subunit 10 (APC10)"
PF05705,0,2,1,Eukaryotic protein of unknown function (DUF829)
PF02719,0,3,2,Polysaccharide biosynthesis protein
PF00166,0,2,1,Chaperonin 10 Kd subunit
PF00635,0,1,0,MSP (Major sperm protein) domain
PF08784,0,1,0,Replication protein A C terminal
PF04081,0,1,0,"DNA polymerase delta, subunit 4"
PF17120,0,1,1,RING/Ubox like zinc-binding domain
PF03878,0,1,1,YIF1
PF13741,0,1,0,Mitochondrial ribosomal protein S25
PF19086,0,2,1,"Terpene synthase family 2, C-terminal metal binding"
PF16983,0,1,1,Molybdate transporter of MFS superfamily
PF10021,0,2,2,Uncharacterized protein conserved in bacteria (DUF2263)
PF08939,0,1,0,Domain of unknown function (DUF1917)
PF06355,0,1,1,Aegerolysin
PF15227,0,1,0,"zinc finger of C3HC4-type, RING"
PF10296,0,1,1,Maintenance of mitochondrial morphology protein 1
PF10173,0,1,1,Mitochondrial K+-H+ exchange-related
PF04142,0,3,1,Nucleotide-sugar transporter
PF20231,0,1,0,Family of unknown function (DUF6589)
PF04188,0,1,1,Mannosyltransferase (PIG-V)
PF00759,0,1,1,Glycosyl hydrolase family 9
PF02927,0,1,1,Cellulase N-terminal ig-like domain
PF04419,0,1,1,4F5 protein related disordered region
PF00238,0,3,2,Ribosomal protein L14p/L23e
PF05686,0,3,5,Glycosyl transferase family 90
PF09135,0,1,1,Alb1
PF09419,0,1,1,Mitochondrial PGP phosphatase
PF05433,0,2,0,Glycine zipper 2TM domain
PF12205,0,1,0,G protein-coupled receptor kinase-interacting protein 1 C term
PF20493,0,2,0,Fungal WD-like
PF00314,0,1,1,Thaumatin family
PF11693,0,1,0,Protein of unknown function (DUF2990)
PF03193,0,2,0,RsgA GTPase
PF01199,0,1,1,Ribosomal protein L34e
PF09302,0,1,0,"XLF-Cernunnos, XRcc4-like factor, NHEJ component"
PF18158,0,2,0,Adaptive response protein AidB N-terminal domain
PF12868,0,1,0,Domain of unknwon function (DUF3824)
PF09814,0,1,0,HECT-like Ubiquitin-conjugating enzyme (E2)-binding
PF08631,0,1,1,Meiosis protein SPO22/ZIP4 like
PF01431,0,2,0,Peptidase family M13
PF05649,0,2,0,Peptidase family M13
PF12720,0,1,1,Protein of unknown function (DUF3807)
PF06032,0,1,1,Protein of unknown function (DUF917)
PF09597,0,1,1,IGR protein motif
PF17886,0,2,0,HSP20-like domain found in ArsA
PF06644,0,1,1,ATP11 protein
PF01634,0,1,1,ATP phosphoribosyltransferase
PF10232,0,1,1,Mediator of RNA polymerase II transcription complex subunit 8
PF03388,0,1,1,Legume-like lectin family
PF20253,0,3,1,Family of unknown function (DUF6604)
PF12255,0,2,0,Insecticide toxin TcdB middle/C-terminal region
PF00295,0,2,10,Glycosyl hydrolases family 28
PF02458,0,5,0,Transferase family
PF13924,0,4,1,Lipocalin-like domain
PF14831,0,1,1,Domain of unknown function (DUF4484)
PF07575,0,1,0,Nup85 Nucleoporin
PF08911,0,1,0,NUP50 (Nucleoporin 50 kDa)
PF16550,0,1,0,UCH-binding domain
PF14773,0,1,1,"Helicase-associated putative binding domain, C-terminal"
PF02065,0,1,0,Melibiase
PF16874,0,1,0,Glycosyl hydrolase family 36 C-terminal domain
PF16875,0,1,0,Glycosyl hydrolase family 36 N-terminal domain
PF16884,0,4,1,N-terminal domain of oxidoreductase
PF11935,0,1,1,Symplekin/PTA1 N-terminal
PF01262,0,1,0,"Alanine dehydrogenase/PNT, C-terminal domain"
PF02233,0,1,0,NAD(P) transhydrogenase beta subunit
PF12769,0,1,0,"4TM region of pyridine nucleotide transhydrogenase, mitoch"
PF07958,0,1,1,Protein of unknown function (DUF1688)
PF09297,0,1,1,NADH pyrophosphatase zinc ribbon domain
PF05693,0,1,1,Glycogen synthase
PF12340,0,2,0,Protein of unknown function (DUF3638)
PF01541,0,2,0,GIY-YIG catalytic domain
PF02928,0,1,1,C5HC2 zinc finger
PF08429,0,1,1,PLU-1-like protein
PF18566,0,3,0,Linalool dehydratase/isomerase
PF14021,0,1,0,Tuberculosis necrotizing toxin
PF11807,0,7,1,Mycotoxin biosynthesis protein UstYa
PF12585,0,1,1,Protein of unknown function (DUF3759)
PF10297,0,1,1,Minimal binding motif of Hap4 for binding to Hap2/3/5
PF01368,0,2,0,DHH family
PF05704,0,2,1,Capsular polysaccharide synthesis protein
PF13535,0,1,0,ATP-grasp domain
PF02046,0,1,1,Cytochrome c oxidase subunit VIa
PF14671,0,1,0,"Dual specificity protein phosphatase, N-terminal half"
PF05051,0,1,0,Cytochrome C oxidase copper chaperone (COX17)
PF06330,0,1,0,Trichodiene synthase (TRI5)
PF08058,0,1,0,Nuclear pore complex component
PF14388,0,1,1,Domain of unknown function (DUF4419)
PF01247,0,1,1,Ribosomal protein L35Ae
PF00195,0,2,0,"Chalcone and stilbene synthases, N-terminal domain"
PF02797,0,2,0,"Chalcone and stilbene synthases, C-terminal domain"
PF01067,0,1,1,"Calpain large subunit, domain III"
PF05592,0,3,0,Bacterial alpha-L-rhamnosidase concanavalin-like domain
PF08531,0,3,0,Alpha-L-rhamnosidase N-terminal domain
PF10262,0,1,1,Rdx family
PF09138,0,1,1,Urm1 (Ubiquitin related modifier)
PF06221,0,1,1,"Putative zinc finger motif, C2HC5-type"
PF10428,0,1,0,RAM signalling pathway protein
PF03525,0,1,0,Meiotic recombination protein Rec7 N-terminal domain
PF08881,0,3,0,CVNH domain
PF18469,0,1,0,Pleckstrin homology domain
PF08695,0,1,1,Cytochrome oxidase complex assembly protein 1
PF08578,0,1,0,Protein of unknown function (DUF1765)
PF10775,0,1,1,ATP synthase complex subunit h
PF08271,0,1,1,TFIIB zinc-binding
PF12657,0,1,1,Transcription factor IIIC subunit delta N-term
PF04911,0,1,1,ATP synthase j chain
PF08569,0,1,1,Mo25-like
PF01777,0,1,1,Ribosomal L27e protein family
PF05743,0,1,0,UEV domain
PF09454,0,1,1,Vps23 core domain
PF02487,0,1,1,CLN3 protein
PF00649,0,2,0,Copper fist DNA binding domain
PF08737,0,1,1,Rgp1
PF05971,0,1,0,RNA methyltransferase
PF02686,0,1,1,Glu-tRNAGln amidotransferase C subunit
PF07171,0,1,0,MlrC C-terminus
PF07364,0,1,0,Metallopeptidase family M81
PF05014,0,1,0,Nucleoside 2-deoxyribosyltransferase
PF06500,0,2,1,Esterase FrsA-like
PF17851,0,3,1,Beta xylosidase C-terminal Concanavalin A-like domain
PF18120,0,2,1,Domain of unknown function (DUF5597)
PF01226,0,1,4,Formate/nitrite transporter
PF03306,0,2,1,Alpha-acetolactate decarboxylase
PF11175,0,1,0,Protein of unknown function (DUF2961)
PF01791,0,1,0,DeoC/LacD family aldolase
PF08925,0,1,0,Domain of Unknown Function (DUF1907)
PF10096,0,1,2,Uncharacterized protein conserved in bacteria (DUF2334)
PF01637,0,1,0,ATPase domain predominantly from Archaea
PF01931,0,1,0,Protein of unknown function DUF84
PF17100,0,2,0,N-terminal domain of NWD NACHT-NTPase
PF16010,0,2,3,Cytochrome domain of cellobiose dehydrogenase
PF00474,0,1,3,Sodium:solute symporter family
PF10000,0,1,0,ACT domain
PF02705,0,2,0,K+ potassium transporter
PF10214,0,1,1,RNA polymerase I-specific transcription-initiation factor
PF10275,0,1,1,Peptidase C65 Otubain
PF16755,0,1,0,Nucleoporin or Nuclear pore complex subunit NUP214=Nup159
PF08580,0,1,1,Yeast cortical protein KAR9
PF10350,0,1,1,"THADA/TRM732, DUF2428"
PF06465,0,1,0,"CHD subfamily II, DUF1087"
PF16752,0,1,1,Tubulin-specific chaperone C N-terminal domain
PF11093,0,1,0,Mitochondrial export protein Som1
PF04129,0,1,1,Vps52 / Sac2 family
PF12849,0,1,0,PBP superfamily domain
PF12634,0,1,0,Inheritance of peroxisomes protein 1
PF00707,0,1,1,"Translation initiation factor IF-3, C-terminal domain"
PF04181,0,1,1,Rtr1/RPAP2 family
PF16868,0,2,0,NMT1-like family
PF10471,0,1,0,Anaphase-promoting complex APC subunit CDC26
PF08666,0,2,0,SAF domain
PF04209,0,3,3,"Homogentisate 1,2-dioxygenase C-terminal"
PF06813,0,1,1,Nodulin-like
PF03313,0,1,0,Serine dehydratase alpha chain
PF03315,0,1,0,Serine dehydratase beta chain
PF03587,0,1,1,EMG1/NEP1 methyltransferase
PF00734,0,1,4,Fungal cellulose binding domain
PF16381,0,1,1,Coatomer subunit gamma-1 C-terminal appendage platform
PF03583,0,2,1,Secretory lipase
PF05089,0,2,1,Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
PF12971,0,2,1,Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
PF12972,0,2,1,Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
PF04041,0,1,0,"beta-1,4-mannooligosaccharide phosphorylase"
PF04166,0,1,0,Pyridoxal phosphate biosynthetic protein PdxA
PF05783,0,1,0,Dynein light intermediate chain (DLIC)
PF06745,0,3,1,KaiC
PF07676,0,2,2,WD40-like Beta Propeller Repeat
PF02935,0,1,1,Cytochrome c oxidase subunit VIIc
PF14441,0,2,1,OTT_1508-like deaminase
PF00644,0,2,1,Poly(ADP-ribose) polymerase catalytic domain
PF02877,0,2,1,"Poly(ADP-ribose) polymerase, regulatory domain"
PF05406,0,2,1,WGR domain
PF02661,0,1,0,Fic/DOC family
PF13396,0,1,0,Phospholipase_D-nuclease N-terminal
PF01113,0,1,0,"Dihydrodipicolinate reductase, N-terminus"
PF12821,0,4,1,"Threonine/Serine exporter, ThrE"
PF13306,0,1,0,BspA type Leucine rich repeat region (6 copies)
PF14031,0,1,1,Putative serine dehydratase domain
PF09130,0,1,1,Domain of unknown function (DUF1932)
PF10178,0,1,0,Proteasome assembly chaperone 3
PF15413,0,1,0,Pleckstrin homology domain
PF02805,0,1,0,Metal binding domain of Ada
PF10159,0,1,1,Multiple myeloma tumor-associated
PF13772,0,1,0,AIG2-like family
PF13500,0,1,1,AAA domain
PF08738,0,1,1,Gon7 family
PF14852,0,1,1,Fis1 N-terminal tetratricopeptide repeat
PF19038,0,1,0,"Third Longin domain of FUZ, MON1 and HPS1"
PF05577,0,3,1,Serine carboxypeptidase S28
PF02221,0,2,1,ML domain
PF10378,0,1,1,Putative RRM domain
PF16944,0,1,1,Fungal potassium channel
PF06839,0,1,3,GRF zinc finger
PF04622,0,1,0,ERG2 and Sigma1 receptor like protein
PF07093,0,1,0,SGT1 protein
PF03747,0,1,0,ADP-ribosylglycohydrolase
PF00625,0,1,1,Guanylate kinase
PF09495,0,1,1,Protein of unknown function (DUF2462)
PF02978,0,1,1,Signal peptide binding domain
PF03648,0,1,1,Glycosyl hydrolase family 67 N-terminus
PF07477,0,1,1,Glycosyl hydrolase family 67 C-terminus
PF07488,0,1,1,Glycosyl hydrolase family 67 middle domain
PF08443,0,1,0,RimK-like ATP-grasp domain
PF08746,0,1,1,RING-like domain
PF03636,0,1,1,"Glycosyl hydrolase family 65, N-terminal domain"
PF07510,0,2,0,Protein of unknown function (DUF1524)
PF12520,0,3,0,Protein of unknown function (DUF3723)
PF01989,0,1,1,Aconitase X swivel domain
PF04412,0,1,1,Aconitase X
PF14623,0,1,0,Hint-domain
PF14624,0,1,0,VWA / Hh  protein intein-like
PF09637,0,1,1,Med18 protein
PF04884,0,1,1,Vitamin B6 photo-protection and homoeostasis
PF10937,0,1,1,"Ribosomal protein S36, mitochondrial"
PF03998,0,1,0,Utp11 protein
PF08549,0,1,1,SWI/SNF and RSC complexes subunit Ssr4 N-terminal
PF00329,0,1,1,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
PF08520,0,1,0,Fungal protein of unknown function (DUF1748)
PF13593,0,1,1,SBF-like CPA transporter family (DUF4137)
PF12998,0,2,0,Inhibitor of growth proteins N-terminal histone-binding
PF03232,0,1,1,Ubiquinone biosynthesis protein COQ7
PF06464,0,1,1,DMAP1-binding Domain
PF04376,0,1,0,"Arginine-tRNA-protein transferase, N terminus"
PF01301,0,1,3,Glycosyl hydrolases family 35
